113;02_COLUMNAS;[dbo].[WF_EntidadIndice].[Value];"column_id=4; type=nvarchar(400); nullable=SI; identity=NO"
114;02_COLUMNAS;[dbo].[WF_EntidadIndice].[ValueNorm];"column_id=5; type=nvarchar(400); nullable=SI; identity=NO"
115;02_COLUMNAS;[dbo].[WF_EntidadIndice].[TipoDato];"column_id=6; type=nvarchar(30); nullable=SI; identity=NO"
116;02_COLUMNAS;[dbo].[WF_EntidadIndice].[SourcePath];"column_id=7; type=nvarchar(200); nullable=SI; identity=NO"
117;02_COLUMNAS;[dbo].[WF_EntidadItem].[EntidadItemId];"column_id=1; type=bigint; nullable=NO; identity=SI"
118;02_COLUMNAS;[dbo].[WF_EntidadItem].[EntidadId];"column_id=2; type=bigint; nullable=NO; identity=NO"
119;02_COLUMNAS;[dbo].[WF_EntidadItem].[ItemIndex];"column_id=3; type=int; nullable=NO; identity=NO"
120;02_COLUMNAS;[dbo].[WF_EntidadItem].[Path];"column_id=4; type=nvarchar(200); nullable=SI; identity=NO"
121;02_COLUMNAS;[dbo].[WF_EntidadItem].[DataJson];"column_id=5; type=nvarchar(MAX); nullable=NO; identity=NO"
122;02_COLUMNAS;[dbo].[WF_EntidadItem].[Descripcion];"column_id=6; type=nvarchar(400); nullable=SI; identity=NO"
123;02_COLUMNAS;[dbo].[WF_EntidadItem].[Cantidad];"column_id=7; type=decimal(18,4); nullable=SI; identity=NO"
124;02_COLUMNAS;[dbo].[WF_EntidadItem].[Importe];"column_id=8; type=decimal(18,2); nullable=SI; identity=NO"
125;02_COLUMNAS;[dbo].[WF_EscalamientoRegla].[Id];"column_id=1; type=bigint; nullable=NO; identity=SI"
126;02_COLUMNAS;[dbo].[WF_EscalamientoRegla].[ProcesoKey];"column_id=2; type=nvarchar(50); nullable=NO; identity=NO"
127;02_COLUMNAS;[dbo].[WF_EscalamientoRegla].[RolOrigen];"column_id=3; type=nvarchar(200); nullable=NO; identity=NO"
